paper_id,title,year,citation_count,references
W1969360633,Crystal structure refinement with<i>SHELXL</i>,2014,41441,"['W1983271674', 'W1983732912', 'W1989555577', 'W2004435637', 'W2018977936', 'W2024175762', 'W2032842297', 'W2035901463', 'W2036260386', 'W2054612704', 'W2067081534', 'W2070942956', 'W2093135499', 'W2101547779', 'W2102940758', 'W2119679171', 'W2124241917', 'W2128179591', 'W2130676953', 'W2131350133', 'W2145538332', 'W2146426024', 'W2156779445', 'W2161791938', 'W2166032823']"
W1861492603,Microsoft COCO: Common Objects in Context,2014,41283,"['W125693051', 'W191001584', 'W1516887802', 'W1576445103', 'W1832500336', 'W1861492603', 'W1972515067', 'W2017814585', 'W2020308406', 'W2031342017', 'W2031454541', 'W2031489346', 'W2038721957', 'W2046875449', 'W2054279472', 'W2055302526', 'W2055349880', 'W2056933870', 'W2070148066', 'W2083542343', 'W2098411764', 'W2102605133', 'W2104974755', 'W2108598243', 'W2109586012', 'W2110158442', 'W2110764733', 'W2119775030', 'W2134270519', 'W2135166986', 'W2143890915', 'W2145607950', 'W2147253850', 'W2148675068', 'W2155904486', 'W2160014001', 'W2161446043', 'W2161969291', 'W2163605009', 'W2163965432', 'W2168356304', 'W2171943915', 'W2535410496', 'W2963542991', 'W3092654410', 'W3118608800', 'W4235505822', 'W4244390938', 'W4285719527']"
W2153635508,LIBSVM,2011,41175,"['W15020643', 'W34176136', 'W62563893', 'W91932901', 'W324611197', 'W1510526001', 'W1512098439', 'W1543810117', 'W1556115774', 'W1564719599', 'W1568793342', 'W1576520375', 'W1618905105', 'W1621799579', 'W1775273161', 'W1932600547', 'W2011741120', 'W2036350498', 'W2039402388', 'W2047542122', 'W2056983531', 'W2087347434', 'W2096613134', 'W2097850441', 'W2100967622', 'W2104978738', 'W2109911225', 'W2109943925', 'W2110899801', 'W2115076892', 'W2115694019', 'W2119821739', 'W2124351082', 'W2132870739', 'W2137285073', 'W2137346077', 'W2137557016', 'W2138907228', 'W2139526185', 'W2140586694', 'W2141057577', 'W2145276325', 'W2148603752', 'W2151040995', 'W2151746537', 'W2153104898', 'W2157239837', 'W2161920802', 'W2172000360', 'W2282078507', 'W2567465089', 'W3000101108', 'W3007705807', 'W3023975262', 'W3163638146']"
W2100379340,User Acceptance of Information Technology: Toward A Unified View1,2003,40856,"['W71490231', 'W168200403', 'W1480415088', 'W1484020476', 'W1497226654', 'W1503436739', 'W1548408014', 'W1552354328', 'W1559269151', 'W1569420604', 'W1587451402', 'W1593544550', 'W1644620247', 'W1652257166', 'W1706385572', 'W1774460361', 'W1791587663', 'W1806511771', 'W1972327959', 'W1973144792', 'W1976927254', 'W1980208531', 'W1980336349', 'W1980569376', 'W1983629797', 'W1984536024', 'W1985419904', 'W1987198869', 'W1990513740', 'W1991096948', 'W1991499703', 'W1994279764', 'W1995143368', 'W1997976195', 'W1998581510', 'W2008441192', 'W2010890191', 'W2012287519', 'W2012916929', 'W2016215833', 'W2027050656', 'W2032661354', 'W2033943395', 'W2034444111', 'W2036389121', 'W2037846862', 'W2041026297', 'W2042629033', 'W2050075077', 'W2050920023', 'W2051335149', 'W2052663688', 'W2053072668', 'W2055107211', 'W2064430351', 'W2070350723', 'W2071689637', 'W2084251300', 'W2085666545', 'W2088503423', 'W2099697766', 'W2100408980', 'W2108617106', 'W2111230857', 'W2117948235', 'W2118816802', 'W2119609434', 'W2121048504', 'W2122369275', 'W2126512988', 'W2128070591', 'W2130801612', 'W2135212622', 'W2147712965', 'W2151018020', 'W2162061662', 'W2166982098', 'W2168569455', 'W2170483915', 'W2397705735', 'W2797247465', 'W2888190061', 'W4230637740', 'W4238635338', 'W4243672851']"
W2132525235,Multiwfn: A multifunctional wavefunction analyzer,2011,40555,"['W1040044172', 'W1501145371', 'W1504770578', 'W1513923893', 'W1521042556', 'W1522122235', 'W1522205938', 'W1548914255', 'W1550061415', 'W1597773817', 'W1600906090', 'W1650728208', 'W1964004579', 'W1964716529', 'W1966587798', 'W1966949133', 'W1967824245', 'W1968392598', 'W1968666665', 'W1971275758', 'W1979907385', 'W1980753286', 'W1981111904', 'W1982356449', 'W1982539988', 'W1985583109', 'W1986647570', 'W1995875735', 'W1996224669', 'W2000872531', 'W2002522774', 'W2005279069', 'W2009458392', 'W2011314414', 'W2011804861', 'W2018070595', 'W2022950330', 'W2023246165', 'W2025417017', 'W2026204445', 'W2026975368', 'W2027408552', 'W2027436047', 'W2027479680', 'W2029667189', 'W2032381493', 'W2034539597', 'W2035091975', 'W2037993052', 'W2038059896', 'W2038583777', 'W2038859806', 'W2042944554', 'W2044490585', 'W2046001773', 'W2046412723', 'W2047788433', 'W2050470003', 'W2058221878', 'W2061251356', 'W2062648325', 'W2063060768', 'W2071955309', 'W2073450138', 'W2074337891', 'W2075648013', 'W2076466390', 'W2082309611', 'W2091447200', 'W2093914988', 'W2094376917', 'W2094642658', 'W2104919283', 'W2112160842', 'W2115234143', 'W2120901082', 'W2128607364', 'W2135581009', 'W2141074519', 'W2150301726', 'W2152970491', 'W2155722532', 'W2325686876', 'W2327464982', 'W2331727781', 'W2468931731', 'W2483548563', 'W2751150447', 'W4240192155', 'W4255725871']"
W2132632499,"MEGA5: Molecular Evolutionary Genetics Analysis Using Maximum Likelihood, Evolutionary Distance, and Maximum Parsimony Methods",2011,40218,"['W420957490', 'W1487781539', 'W1507241016', 'W1519266993', 'W1594175410', 'W1968371014', 'W1989119850', 'W1996835973', 'W2009596137', 'W2017519756', 'W2030966943', 'W2031053199', 'W2032227091', 'W2062405202', 'W2082928585', 'W2097403532', 'W2097706568', 'W2099364951', 'W2100806401', 'W2101846955', 'W2102424972', 'W2103546861', 'W2104898129', 'W2110899053', 'W2111211467', 'W2111762123', 'W2116210362', 'W2117752525', 'W2121677860', 'W2124023322', 'W2124790653', 'W2125359798', 'W2129798238', 'W2133104753', 'W2142150428', 'W2144775551', 'W2164789250', 'W2168175751', 'W2168696662', 'W2181358262', 'W2187450834', 'W2235442146', 'W2413917413', 'W3184352463', 'W3217097258', 'W4205911826']"
W4239510810,Support-vector networks,1995,39989,"['W1498436455', 'W1526146785', 'W1568787085', 'W1965751196', 'W1994530392', 'W2087347434', 'W2154579312', 'W2154642048', 'W2168228682', 'W2322002063', 'W3142915818', 'W4300402905', 'W4390545247', 'W6650842192']"
W2006479099,Case Study Research: Design and Methods,1991,39925,[]
W2116199508,Situated Learning: Legitimate Peripheral Participation.,1994,39774,[]
W2138664283,Consolidated criteria for reporting qualitative research (COREQ): a 32-item checklist for interviews and focus groups,2007,39761,"['W37575522', 'W117680349', 'W126774542', 'W1496549882', 'W1560713859', 'W1605916864', 'W1774591799', 'W1971280883', 'W1979423827', 'W1982927444', 'W1994034662', 'W2000442546', 'W2001043174', 'W2011483898', 'W2018752032', 'W2033952602', 'W2045507107', 'W2049321668', 'W2050939201', 'W2051381083', 'W2057642240', 'W2068449134', 'W2068654109', 'W2084085196', 'W2092473556', 'W2103666798', 'W2103844098', 'W2106339945', 'W2112675735', 'W2124336956', 'W2128315965', 'W2132349122', 'W2134599069', 'W2136304920', 'W2152240392', 'W2161566871', 'W2161835779', 'W2168901200', 'W2325291931', 'W2599076725', 'W2896341164', 'W4285719527']"
W2117539524,ImageNet Large Scale Visual Recognition Challenge,2015,39688,"['W4919037', 'W70846133', 'W128019999', 'W825525975', 'W1487583988', 'W1499991161', 'W1503233963', 'W1506491340', 'W1551774182', 'W1563795667', 'W1566135517', 'W1574719918', 'W1576445103', 'W1606858007', 'W1614298861', 'W1686810756', 'W1709548961', 'W1782590233', 'W1832500336', 'W1849277567', 'W1861492603', 'W1904365287', 'W1970183457', 'W1972515067', 'W1979931042', 'W1991367009', 'W1994213117', 'W2001531180', 'W2017814585', 'W2018006179', 'W2027922120', 'W2031342017', 'W2031489346', 'W2032982774', 'W2037227137', 'W2048335335', 'W2052650456', 'W2053229256', 'W2055302526', 'W2066624635', 'W2081580037', 'W2088049833', 'W2091845343', 'W2097018403', 'W2102605133', 'W2106255337', 'W2106471914', 'W2107034620', 'W2108598243', 'W2109370419', 'W2110158442', 'W2110226160', 'W2110764733', 'W2115579991', 'W2119424690', 'W2121660792', 'W2122146326', 'W2123024445', 'W2125943921', 'W2127242687', 'W2127279985', 'W2128154306', 'W2129305389', 'W2134670479', 'W2135166986', 'W2135957164', 'W2136949195', 'W2137680370', 'W2141125852', 'W2141200610', 'W2143246460', 'W2143890915', 'W2145607950', 'W2147238549', 'W2149273804', 'W2149489787', 'W2151103935', 'W2155541015', 'W2155893237', 'W2155904486', 'W2156547346', 'W2158305599', 'W2160218441', 'W2162762921', 'W2162915993', 'W2163605009', 'W2163808566', 'W2165146474', 'W2168356304', 'W2179352600', 'W2261806027', 'W2407718913', 'W2536208356', 'W2605991684', 'W2950179405', 'W2950577311', 'W2952186574', 'W2953360861', 'W2963173190', 'W2963911037', 'W3098722327', 'W4240153047', 'W4295115674', 'W6600213771', 'W6623178044', 'W6634343353', 'W6638444622', 'W6674914833', 'W6678470764', 'W6682171051', 'W6683584131', 'W6736502011']"
W1995945562,An Introduction to the Bootstrap,1994,39401,[]
W2122912498,Structural equation modeling in practice: A review and recommended two-step approach.,1988,39211,"['W36714851', 'W305548693', 'W560549833', 'W587200296', 'W1583583429', 'W1624092729', 'W1964218847', 'W1966382716', 'W1970036485', 'W1971177003', 'W1974134238', 'W1976927254', 'W1983447796', 'W1983799715', 'W1984151417', 'W1989528006', 'W1992231362', 'W1997228212', 'W2003565357', 'W2004927267', 'W2008414835', 'W2008666093', 'W2013313241', 'W2024233657', 'W2024509488', 'W2030148756', 'W2030523104', 'W2034828166', 'W2036581672', 'W2040072436', 'W2041042672', 'W2041465237', 'W2042539525', 'W2047061503', 'W2053321261', 'W2056453713', 'W2057237814', 'W2057643324', 'W2066306397', 'W2066919226', 'W2068480333', 'W2081016106', 'W2083001397', 'W2084453686', 'W2084858464', 'W2086273426', 'W2089430585', 'W2094241444', 'W2095534911', 'W2105915805', 'W2121724061', 'W2122756099', 'W2125333210', 'W2128388820', 'W2132221539', 'W2137945018', 'W2149608872', 'W2162205973', 'W2163403362', 'W2164085284', 'W2166475545', 'W2314170406', 'W2318629766', 'W2462634734', 'W2580989708', 'W3015818759', 'W3026982857', 'W3081347883', 'W3212171356', 'W4285719527']"
W2130479394,The Protein Data Bank,2000,39203,"['W5684683', 'W122226182', 'W277606711', 'W1501210482', 'W1533059251', 'W1965910641', 'W1966041739', 'W1975459052', 'W1977845138', 'W1981827883', 'W1986191025', 'W2003122343', 'W2004360551', 'W2008708467', 'W2009664421', 'W2014981059', 'W2015292449', 'W2015642465', 'W2016255772', 'W2026258231', 'W2028231353', 'W2031128623', 'W2039641427', 'W2044082153', 'W2050974922', 'W2054668663', 'W2055043387', 'W2066468520', 'W2080528351', 'W2082941768', 'W2085277871', 'W2088933990', 'W2093827702', 'W2105902442', 'W2106741943', 'W2108067237', 'W2124563802', 'W2130023973', 'W2139544554', 'W2145380863', 'W2151550848', 'W2151687360', 'W2152326664', 'W2155479906', 'W2164586203', 'W2164718466', 'W2166099525', 'W2167383193', 'W2169947235', 'W2428438536', 'W2916193864', 'W2952267119', 'W4252911439']"
W2097382368,The CLUSTAL_X windows interface: flexible strategies for multiple sequence alignment aided by quality analysis tools,1997,39130,"['W1525759724', 'W1969153299', 'W1970999032', 'W1975001431', 'W1978667203', 'W1982996449', 'W1987328021', 'W1990554768', 'W1997451177', 'W2057368087', 'W2066562848', 'W2094004308', 'W2094031081', 'W2095542051', 'W2099254366', 'W2101418959', 'W2102941368', 'W2105484013', 'W2105516199', 'W2106882534', 'W2109905685', 'W2111222383', 'W2113852734', 'W2129898029', 'W2132109794', 'W2149160071', 'W2149208773', 'W6608991135', 'W6637718989']"
W2156909104,The Nature of Statistical Learning Theory,1995,39117,"['W1596948027', 'W4382566593']"
W3147894994,Regression Models and Life-Tables,1972,38933,"['W188593771', 'W1995345406', 'W2026126531', 'W2042761726', 'W2044501009', 'W2066506711', 'W2079708060', 'W2139984188', 'W2143594378', 'W2150000105', 'W2187668060', 'W2324228118', 'W2324405961', 'W2330813625', 'W2462631522', 'W2904553335', 'W2904851885', 'W4239468879', 'W4256718644', 'W4293241248', 'W6607674834', 'W6682308145']"
W1658908529,Basics of qualitative research : techniques and procedures for developing grounded theory,1998,38908,"['W339701613', 'W1553183615', 'W2044974871']"
W2107328434,Meta-analysis in clinical trials,1986,38837,"['W641689400', 'W1479697682', 'W1952298078', 'W1981287195', 'W1982585616', 'W1983076787', 'W1984578273', 'W1999649023', 'W2001747042', 'W2037219714', 'W2043526487', 'W2049633694', 'W2059356295', 'W2064889914', 'W2233286087', 'W2416131376', 'W2443162039', 'W2797884775', 'W2942434766', 'W2951773335', 'W3085323863', 'W4240886359', 'W4243512685', 'W4254477798', 'W6782936165', 'W7071764571']"
W1483247593,BIOEDIT: A USER-FRIENDLY BIOLOGICAL SEQUENCE ALIGNMENT EDITOR AND ANALYSIS PROGRAM FOR WINDOWS 95/98/ NT,1999,38712,[]
W2561675875,Lecture Notes in Computer Science 1205,1999,38695,[]
W2061977616,Firm resources and sustained competitive advantage,2004,38490,"['W41600478', 'W151157839', 'W385158833', 'W596730279', 'W617038684', 'W620252002', 'W654384793', 'W1495886451', 'W1502729625', 'W1504129344', 'W1517602275', 'W1600296154', 'W1601128533', 'W1966144537', 'W1969131094', 'W1971422112', 'W1975653498', 'W1978613777', 'W1978687871', 'W1985098860', 'W1998691772', 'W2000465687', 'W2000789424', 'W2005200917', 'W2006772550', 'W2015633754', 'W2018037152', 'W2018551192', 'W2018944729', 'W2041254829', 'W2041670752', 'W2042067088', 'W2043593255', 'W2044904859', 'W2060827592', 'W2062223836', 'W2066557547', 'W2071419362', 'W2073362134', 'W2087584667', 'W2093745237', 'W2099762984', 'W2101946146', 'W2108767715', 'W2123640034', 'W2124024624', 'W2129758963', 'W2140956556', 'W2145767742', 'W2146906491', 'W2148105183', 'W2161435316', 'W2163010100', 'W2164324358', 'W2165848253', 'W2170144774', 'W2170492683', 'W2215283515', 'W2317118842', 'W2319965358', 'W2334331832', 'W2519447307', 'W2612740709', 'W2987712311', 'W2998796002', 'W3016265253', 'W3021840452', 'W3022678327', 'W3044348100', 'W3124201178', 'W3136907628', 'W4238036957', 'W4238050232', 'W4285719527', 'W4300841285']"
W4294216483,KEGG: Kyoto Encyclopedia of Genes and Genomes,2000,38374,"['W1482515444', 'W4388324591', 'W6637779140', 'W6725106931']"
W2799524357,MEGA X: Molecular Evolutionary Genetics Analysis across Computing Platforms,2018,37958,"['W2097403532', 'W2121552166', 'W2156434383', 'W2311203695', 'W6674423240']"
W2011301426,Matplotlib: A 2D Graphics Environment,2007,37944,[]
W2067495470,An Inventory for Measuring Depression,1961,37932,"['W1833845071', 'W2002664886', 'W2036352169', 'W2070712677', 'W2077263370', 'W2105964279', 'W2174554280', 'W2568019624']"
W2891378911,PRISMA Extension for Scoping Reviews (PRISMA-ScR): Checklist and Explanation,2018,37694,"['W179517975', 'W1572319397', 'W1911361640', 'W1965875998', 'W2002933873', 'W2012107441', 'W2013134958', 'W2045153381', 'W2072019641', 'W2075950485', 'W2084154288', 'W2091538045', 'W2093038967', 'W2105321265', 'W2107638293', 'W2112145696', 'W2114832664', 'W2139989820', 'W2144873669', 'W2152062489', 'W2156098321', 'W2192816303', 'W2253148421', 'W2261406464', 'W2299177375', 'W2501240337', 'W2559690575', 'W2562241822', 'W2574028069', 'W2604925503', 'W2734874570', 'W2750634401', 'W2752395180', 'W2755185356', 'W2768738777', 'W2769378808', 'W2790437056', 'W2801546261']"
W2005501262,Preferred Reporting Items for Systematic Reviews and Meta-Analyses: The PRISMA Statement,2009,37608,"['W160580327', 'W1590137713', 'W1690786713', 'W1774591799', 'W1853602163', 'W1971186240', 'W1980300818', 'W1983540313', 'W2000442546', 'W2012932483', 'W2015421910', 'W2029163232', 'W2043759984', 'W2058084426', 'W2065267852', 'W2066896354', 'W2067550511', 'W2068694980', 'W2068769841', 'W2093211493', 'W2093579014', 'W2098631889', 'W2100729569', 'W2102487800', 'W2112505828', 'W2116810060', 'W2129303461', 'W2129829737', 'W2132161915', 'W2133774931', 'W2135010675', 'W2140521029', 'W2144086043', 'W2147581820', 'W2158379591', 'W2159096825', 'W2163839878', 'W2165010366', 'W2811157820', 'W2986772077', 'W3022903699', 'W4254160334']"
W2099111195,Elements of Information Theory,2001,37583,[]
W2037124948,Statistical Power Analysis for the Behavioral Sciences (2nd ed.).,1989,37553,[]
W1990513740,Diffusion of Innovations 1,2019,37170,"['W1970198987', 'W1972922514', 'W2004325245', 'W2084200558', 'W2318267034']"
W2797247465,Multiple regression: testing and interpreting interactions,1992,37145,"['W1977643639', 'W2017333666', 'W2019512525']"
W2158217645,Systematic and integrative analysis of large gene lists using DAVID bioinformatics resources,2008,37119,"['W1579822124', 'W1979978607', 'W1990144966', 'W2006385863', 'W2097795961', 'W2102992354', 'W2122683221', 'W2124388496', 'W2127938920', 'W2130410032', 'W2130962401', 'W2134121810', 'W2135230352', 'W2146994504', 'W2161271012', 'W2168822739']"
W2035618305,clusterProfiler: an R Package for Comparing Biological Themes Among Gene Clusters,2012,36985,"['W45534775', 'W1969761972', 'W1972988297', 'W2019801716', 'W2039815872', 'W2050040190', 'W2088160256', 'W2100570161', 'W2100761975', 'W2103017472', 'W2105381419', 'W2127938920', 'W2135098204', 'W2138255346', 'W2159941448', 'W2160697532', 'W2164628006', 'W2166574880', 'W2169589032', 'W2171437346', 'W4229880569']"
W2056760934,Equation of State Calculations by Fast Computing Machines,1953,36616,['W2052864234']
W1903029394,Fully convolutional networks for semantic segmentation,2015,36387,"['W4919037', 'W56385144', 'W78159342', 'W125693051', 'W1507506748', 'W1542723449', 'W1546771929', 'W1565402342', 'W1663973292', 'W1686810756', 'W1842610785', 'W1849277567', 'W1923115158', 'W1948751323', 'W1984757472', 'W2022508996', 'W2037227137', 'W2067912884', 'W2090518410', 'W2092985495', 'W2097117768', 'W2100921332', 'W2102605133', 'W2115755118', 'W2125215748', 'W2128237624', 'W2136391815', 'W2137278143', 'W2144794286', 'W2147800946', 'W2154644822', 'W2154815154', 'W2155541015', 'W2155893237', 'W2158778629', 'W2163605009', 'W2166559794', 'W2167510172', 'W2171740948', 'W2179352600', 'W2186094539', 'W2594639291', 'W2914484425', 'W2950179405', 'W2951234442', 'W2952422028', 'W2962835968', 'W2963542991', 'W4238404964', 'W4294375521', 'W6600213771', 'W6602324145', 'W6605121731', 'W6629368666', 'W6630336748', 'W6632360823', 'W6632547051', 'W6633727509', 'W6637373629', 'W6638650905', 'W6640759395', 'W6674914833', 'W6675313117', 'W6676338569', 'W6679057852', 'W6680171035', 'W6680285999', 'W6683974378', 'W6684191040', 'W6685261749']"
W1665332082,Principles and Practice of Structural Equation Modeling,2005,36208,[]
W2126930838,Quantifying heterogeneity in a meta‐analysis,2002,36117,"['W167399798', 'W1554783366', 'W1943930181', 'W1966953116', 'W1995662581', 'W2027304644', 'W2049217505', 'W2057022425', 'W2060909815', 'W2099880429', 'W2107328434', 'W2116455948', 'W2128841980', 'W2132966541', 'W2136459510', 'W2139900098', 'W2160323354', 'W2161147823', 'W2169997396', 'W2170521505', 'W2275599683', 'W2313299119', 'W2315123323', 'W2412985441', 'W2801179766', 'W4240242204', 'W4241900704', 'W4285719527', 'W4293874313', 'W4300223101']"
W3003257820,SciPy 1.0: fundamental algorithms for scientific computing in Python,2020,35996,"['W147998453', 'W173148493', 'W344808587', 'W1451881698', 'W1499852305', 'W1506690472', 'W1579664581', 'W1595159159', 'W1596877211', 'W1736770670', 'W1749804791', 'W1768849904', 'W1775163074', 'W1970009422', 'W1987822482', 'W1988054515', 'W1993335798', 'W2000359198', 'W2000389939', 'W2001082470', 'W2005011886', 'W2005126631', 'W2005411772', 'W2006650073', 'W2015159529', 'W2026926219', 'W2028837575', 'W2035776949', 'W2044105167', 'W2061615592', 'W2063397409', 'W2063690908', 'W2065000345', 'W2065219489', 'W2075184363', 'W2079777091', 'W2091043613', 'W2096045964', 'W2104266030', 'W2114013702', 'W2127391977', 'W2140798163', 'W2146292423', 'W2153504150', 'W2162870748', 'W2171074980', 'W2181523240', 'W2217402295', 'W2245493112', 'W2252795400', 'W2273772273', 'W2417863416', 'W2576057118', 'W2612135142', 'W2616543068', 'W2758392106', 'W2765081049', 'W2793946573', 'W2884670864', 'W2886697344', 'W2888532099', 'W2939038312', 'W2971491423', 'W3208657605', 'W4211101666', 'W4240429068', 'W4388322023', 'W6632917401', 'W6675354045', 'W6949871103']"
W2008620264,Emergence of Scaling in Random Networks,1999,35885,"['W201336350', 'W950821216', 'W1574634131', 'W1631803961', 'W1643412971', 'W1659541576', 'W1971788485', 'W2036365790', 'W2062021443', 'W2089192108', 'W2112090702', 'W2114499604', 'W2121821841', 'W2147164982', 'W2769133055', 'W2905110430', 'W3150652636', 'W4236428370', 'W4248853173']"
W3015634246,Multivariate Data Analysis.,1973,35845,[]
W2134967712,"AutoDock Vina: Improving the speed and accuracy of docking with a new scoring function, efficient optimization, and multithreading",2009,35706,"['W1497256448', 'W1544444602', 'W1988111902', 'W1993046136', 'W2006672883', 'W2017829285', 'W2024060531', 'W2029087609', 'W2092285329', 'W2096914244', 'W2105668062', 'W2109364787', 'W2117174233', 'W2117620409', 'W2128332459', 'W2150618478', 'W2152195021', 'W2152964937', 'W2158534713', 'W2167041509', 'W2177551934', 'W3029645440', 'W4232223209', 'W4293775970']"
W2187089797,Visualizing Data using t-SNE,2008,35663,"['W101236918', 'W1515707356', 'W1539175566', 'W1587720067', 'W1697082725', 'W1742512077', 'W1988464212', 'W1993436046', 'W2001141328', 'W2017588182', 'W2053186076', 'W2065281378', 'W2071128523', 'W2072128103', 'W2076137473', 'W2100495367', 'W2104780023', 'W2107039700', 'W2117684310', 'W2119111481', 'W2120481923', 'W2122837498', 'W2125637308', 'W2126415191', 'W2134312057', 'W2137570937', 'W2139823104', 'W2155161883', 'W2156287497', 'W2156718197', 'W2157444450', 'W2158307450', 'W2160208155', 'W2167064216', 'W2169507824']"
W2072970694,QIIME allows analysis of high-throughput community sequencing data,2010,35657,"['W1969435169', 'W2082869937', 'W2108718991', 'W2143980572', 'W2155066423', 'W2171571559']"
W2161633633,PLINK: A Tool Set for Whole-Genome Association and Population-Based Linkage Analyses,2007,35540,"['W1560012080', 'W1841573652', 'W1964100346', 'W1966928698', 'W1984941527', 'W1987882116', 'W1989679667', 'W1998158007', 'W2002374079', 'W2008047653', 'W2009144436', 'W2039608769', 'W2042103448', 'W2045921037', 'W2048755332', 'W2051904003', 'W2062298637', 'W2066669827', 'W2078343620', 'W2078625752', 'W2081872599', 'W2091143313', 'W2098126593', 'W2102109283', 'W2110065044', 'W2110343195', 'W2114044152', 'W2118967025', 'W2123466824', 'W2125860227', 'W2129559300', 'W2134866233', 'W2135678173', 'W2141461000', 'W2142752948', 'W2143249342', 'W2145739032', 'W2150290224', 'W2153362877', 'W2157752701', 'W2162530578', 'W2169556112', 'W3015688538', 'W3148300490', 'W4235844763', 'W6633642972', 'W6678883540']"
W1497256448,Adaptation in Natural and Artificial Systems,1992,35518,[]
W2002664886,Nonparametric Statistics for the Behavioral Sciences,1958,35494,[]
W2036897871,Cutadapt removes adapter sequences from high-throughput sequencing reads,2011,34798,"['W938539187', 'W1504417041', 'W1967703437', 'W1996423252', 'W2103441770', 'W2104258917', 'W2112113834', 'W2139760555', 'W2610179052']"
W2401404581,DADA2: High-resolution sample inference from Illumina amplicon data,2016,34766,"['W1565875270', 'W1624769014', 'W1973207456', 'W1983047294', 'W1987816906', 'W1991486768', 'W2013371150', 'W2072970694', 'W2073548709', 'W2079520182', 'W2084791457', 'W2088833470', 'W2098234692', 'W2105368763', 'W2106308757', 'W2108718991', 'W2117457769', 'W2124608356', 'W2128769815', 'W2136879569', 'W2162667876', 'W2164762627', 'W2166171121']"
W2095705004,Dropout: a simple way to prevent neural networks from overfitting,2014,34178,"['W35527955', 'W137106866', 'W189596042', 'W1492459858', 'W1524333225', 'W1567512734', 'W1993882792', 'W2025768430', 'W2053229256', 'W2085040216', 'W2096873754', 'W2100495367', 'W2103359087', 'W2114296159', 'W2114733238', 'W2131241448', 'W2135046866', 'W2136922672', 'W2145094598', 'W2147800946', 'W2150717117', 'W2152722485', 'W2156163116', 'W2156297475', 'W2158542502', 'W2163605009', 'W2183112036', 'W2294059674', 'W2335728318', 'W2546302380', 'W2611675901', 'W2949821452', 'W2962820688', 'W2963574257', 'W2971788173', 'W3118608800']"
W2108795964,Absorptive Capacity: A New Perspective on Learning and Innovation,1990,33962,"['W48584735', 'W284798454', 'W1494087139', 'W1504583700', 'W1536943637', 'W1598208848', 'W1971379642', 'W1971782430', 'W1972661585', 'W1976250378', 'W1998164907', 'W2003125876', 'W2005144066', 'W2010835231', 'W2012382172', 'W2015644408', 'W2033659252', 'W2036834062', 'W2059353727', 'W2085372211', 'W2088913158', 'W2092387347', 'W2097363245', 'W2099670044', 'W2117336060', 'W2132723011', 'W2137358449', 'W2140256961', 'W2140409505', 'W2162319504', 'W2315976467', 'W2747632778', 'W2795621218', 'W2901077477', 'W3016265253', 'W3022037965', 'W3121136347', 'W3121707495', 'W3124140110', 'W3124909988', 'W3145546324', 'W4285719527']"
W2075950485,Scoping studies: towards a methodological framework,2005,33939,"['W42335512', 'W137585841', 'W575018427', 'W1508276673', 'W1544133109', 'W1588965071', 'W1606282639', 'W1817844871', 'W1966015622', 'W2013064149', 'W2035314238', 'W2073020593', 'W2105188093', 'W2274963841', 'W2637539926', 'W3151479606', 'W4239525205']"
W2098126593,Inference of Population Structure Using Multilocus Genotype Data,2000,33926,"['W74953171', 'W1511747216', 'W1560012080', 'W1791286506', 'W1992249693', 'W2015749074', 'W2019249381', 'W2027255954', 'W2037763236', 'W2038885294', 'W2045656233', 'W2050299213', 'W2060177157', 'W2060515508', 'W2065458978', 'W2072076632', 'W2080319886', 'W2087101057', 'W2096878708', 'W2097325658', 'W2106706098', 'W2108207895', 'W2116329478', 'W2121996702', 'W2122647159', 'W2125838338', 'W2130416410', 'W3005512703', 'W3136389637', 'W3141906900', 'W4248373945', 'W4388310860', 'W6603067368', 'W6632567943', 'W6633642972', 'W6665724661', 'W7074227017']"
W2151487996,The Pittsburgh sleep quality index: A new instrument for psychiatric practice and research,1989,33844,"['W580412617', 'W1582607459', 'W1715223110', 'W1963656473', 'W1964403954', 'W1974702488', 'W1976848115', 'W1979713622', 'W1982285639', 'W1986054487', 'W1986768011', 'W2003304452', 'W2018943520', 'W2019728593', 'W2025433746', 'W2029125254', 'W2041462553', 'W2049165791', 'W2067996667', 'W2092784868', 'W2109772704', 'W2114613490', 'W2143017058', 'W2151482188', 'W2153610444', 'W2159306398', 'W2163462953', 'W2262396283', 'W2316867801', 'W2331952240', 'W2333419671', 'W2400549344', 'W2401624078', 'W2525537354', 'W2972860581', 'W3022302886', 'W4232376929', 'W4285719527', 'W6602001546']"
W2141052558,RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies,2014,33818,"['W1983102293', 'W1984378333', 'W2012220164', 'W2068187483', 'W2074135817', 'W2100030044', 'W2108269201', 'W2111211467', 'W2114137166', 'W2122082385', 'W2126115781', 'W2127847431', 'W2151736966', 'W2156921764', 'W2168696662', 'W6679075457', 'W6683119836']"
