paper_id,title,year,citation_count,reference_count,references
https://openalex.org/W1780382453,"Communities of practice learning, meaning, and identity",1999,28547,0,[]
https://openalex.org/W2076452041,Measuring the efficiency of decision making units,1978,28405,25,"['https://openalex.org/W16176192', 'https://openalex.org/W1273009213', 'https://openalex.org/W1505170148', 'https://openalex.org/W1513355538', 'https://openalex.org/W1531897854', 'https://openalex.org/W1584847342', 'https://openalex.org/W1970063227', 'https://openalex.org/W1975786310', 'https://openalex.org/W1994623385', 'https://openalex.org/W1997529294', 'https://openalex.org/W1998146115', 'https://openalex.org/W2008967475', 'https://openalex.org/W2018826977', 'https://openalex.org/W2066399185', 'https://openalex.org/W2067558949', 'https://openalex.org/W2080643997', 'https://openalex.org/W2156577211', 'https://openalex.org/W2158550687', 'https://openalex.org/W2162180338', 'https://openalex.org/W2319840090', 'https://openalex.org/W4230813634', 'https://openalex.org/W4233381224', 'https://openalex.org/W4299309618', 'https://openalex.org/W6630669141', 'https://openalex.org/W6642812209']"
https://openalex.org/W2009674410,Use of Dinitrosalicylic Acid Reagent for Determination of Reducing Sugar,1959,28404,10,"['https://openalex.org/W190064339', 'https://openalex.org/W1512986288', 'https://openalex.org/W1540706860', 'https://openalex.org/W1640884462', 'https://openalex.org/W2002056585', 'https://openalex.org/W2021648129', 'https://openalex.org/W2036882485', 'https://openalex.org/W2063707750', 'https://openalex.org/W2121754378', 'https://openalex.org/W2340450439']"
https://openalex.org/W1966327575,WGCNA: an R package for weighted correlation network analysis,2008,28336,49,"['https://openalex.org/W263545290', 'https://openalex.org/W404240460', 'https://openalex.org/W1493454437', 'https://openalex.org/W1502421007', 'https://openalex.org/W1533335653', 'https://openalex.org/W1543170108', 'https://openalex.org/W1886306325', 'https://openalex.org/W1932560099', 'https://openalex.org/W1964305071', 'https://openalex.org/W1968055555', 'https://openalex.org/W1973051306', 'https://openalex.org/W1973651601', 'https://openalex.org/W1980548655', 'https://openalex.org/W1989119979', 'https://openalex.org/W1999722941', 'https://openalex.org/W2011633018', 'https://openalex.org/W2018045523', 'https://openalex.org/W2025940841', 'https://openalex.org/W2036363967', 'https://openalex.org/W2057498577', 'https://openalex.org/W2059147903', 'https://openalex.org/W2060705109', 'https://openalex.org/W2068229930', 'https://openalex.org/W2069733150', 'https://openalex.org/W2081837126', 'https://openalex.org/W2090808827', 'https://openalex.org/W2096863518', 'https://openalex.org/W2100526049', 'https://openalex.org/W2103017472', 'https://openalex.org/W2108022229', 'https://openalex.org/W2112044524', 'https://openalex.org/W2112090702', 'https://openalex.org/W2117994680', 'https://openalex.org/W2119445257', 'https://openalex.org/W2122683221', 'https://openalex.org/W2131532450', 'https://openalex.org/W2135874888', 'https://openalex.org/W2141407136', 'https://openalex.org/W2148563299', 'https://openalex.org/W2151820055', 'https://openalex.org/W2155304565', 'https://openalex.org/W2156247618', 'https://openalex.org/W2159675211', 'https://openalex.org/W2160875291', 'https://openalex.org/W2162142896', 'https://openalex.org/W2166994421', 'https://openalex.org/W2170297639', 'https://openalex.org/W2999729612', 'https://openalex.org/W4301221590']"
https://openalex.org/W2124758339,Econometric Analysis of Cross Section and Panel Data,2001,28319,238,"['https://openalex.org/W9877957', 'https://openalex.org/W21284273', 'https://openalex.org/W156781394', 'https://openalex.org/W953353200', 'https://openalex.org/W1484648503', 'https://openalex.org/W1487848695', 'https://openalex.org/W1490960178', 'https://openalex.org/W1493044792', 'https://openalex.org/W1493849049', 'https://openalex.org/W1495656322', 'https://openalex.org/W1508519545', 'https://openalex.org/W1511914054', 'https://openalex.org/W1518052575', 'https://openalex.org/W1520595697', 'https://openalex.org/W1522592437', 'https://openalex.org/W1528905581', 'https://openalex.org/W1539573181', 'https://openalex.org/W1563690153', 'https://openalex.org/W1580788756', 'https://openalex.org/W1582351126', 'https://openalex.org/W1592576206', 'https://openalex.org/W1600156945', 'https://openalex.org/W1607042229', 'https://openalex.org/W1608909019', 'https://openalex.org/W1619038707', 'https://openalex.org/W1690342249', 'https://openalex.org/W1793710517', 'https://openalex.org/W1895111254', 'https://openalex.org/W1964550926', 'https://openalex.org/W1966387697', 'https://openalex.org/W1966712867', 'https://openalex.org/W1967706087', 'https://openalex.org/W1967993709', 'https://openalex.org/W1968318074', 'https://openalex.org/W1969886729', 'https://openalex.org/W1972048474', 'https://openalex.org/W1973316332', 'https://openalex.org/W1973628995', 'https://openalex.org/W1975009779', 'https://openalex.org/W1975533605', 'https://openalex.org/W1977675844', 'https://openalex.org/W1979575715', 'https://openalex.org/W1980412904', 'https://openalex.org/W1981204440', 'https://openalex.org/W1982058776', 'https://openalex.org/W1983050180', 'https://openalex.org/W1983940325', 'https://openalex.org/W1984131812', 'https://openalex.org/W1987832557', 'https://openalex.org/W1990789699', 'https://openalex.org/W1991898766', 'https://openalex.org/W1992113416', 'https://openalex.org/W1996712239', 'https://openalex.org/W2000008805', 'https://openalex.org/W2002859275', 'https://openalex.org/W2003351713', 'https://openalex.org/W2003647785', 'https://openalex.org/W2004877180', 'https://openalex.org/W2005670827', 'https://openalex.org/W2008735309', 'https://openalex.org/W2009667061', 'https://openalex.org/W2009729418', 'https://openalex.org/W2010650514', 'https://openalex.org/W2011157928', 'https://openalex.org/W2012113315', 'https://openalex.org/W2013959399', 'https://openalex.org/W2014227060', 'https://openalex.org/W2014335114', 'https://openalex.org/W2015176745', 'https://openalex.org/W2016160438', 'https://openalex.org/W2016525917', 'https://openalex.org/W2017137572', 'https://openalex.org/W2022050125', 'https://openalex.org/W2023537359', 'https://openalex.org/W2024663781', 'https://openalex.org/W2024689521', 'https://openalex.org/W2025610165', 'https://openalex.org/W2027382631', 'https://openalex.org/W2028995298', 'https://openalex.org/W2029914531', 'https://openalex.org/W2030691535', 'https://openalex.org/W2031309978', 'https://openalex.org/W2032175972', 'https://openalex.org/W2035554302', 'https://openalex.org/W2038106030', 'https://openalex.org/W2038249651', 'https://openalex.org/W2041925384', 'https://openalex.org/W2042754429', 'https://openalex.org/W2043217593', 'https://openalex.org/W2043311116', 'https://openalex.org/W2044853401', 'https://openalex.org/W2045719383', 'https://openalex.org/W2047670349', 'https://openalex.org/W2047905873', 'https://openalex.org/W2050043244', 'https://openalex.org/W2051254548', 'https://openalex.org/W2051800985', 'https://openalex.org/W2051968669', 'https://openalex.org/W2053635848', 'https://openalex.org/W2056099894', 'https://openalex.org/W2058433370', 'https://openalex.org/W2059153249', 'https://openalex.org/W2059291920', 'https://openalex.org/W2060032041', 'https://openalex.org/W2062423352', 'https://openalex.org/W2064360179', 'https://openalex.org/W2064813452', 'https://openalex.org/W2065605359', 'https://openalex.org/W2066702731', 'https://openalex.org/W2066860374', 'https://openalex.org/W2069551643', 'https://openalex.org/W2069597205', 'https://openalex.org/W2072286175', 'https://openalex.org/W2072643767', 'https://openalex.org/W2074437904', 'https://openalex.org/W2075118838', 'https://openalex.org/W2075583391', 'https://openalex.org/W2076781095', 'https://openalex.org/W2076879578', 'https://openalex.org/W2077236912', 'https://openalex.org/W2077440153', 'https://openalex.org/W2078012402', 'https://openalex.org/W2079597004', 'https://openalex.org/W2079685533', 'https://openalex.org/W2079923236', 'https://openalex.org/W2080040321', 'https://openalex.org/W2080061756', 'https://openalex.org/W2081029672', 'https://openalex.org/W2081439060', 'https://openalex.org/W2082495975', 'https://openalex.org/W2086553387', 'https://openalex.org/W2086981291', 'https://openalex.org/W2089551326', 'https://openalex.org/W2090274227', 'https://openalex.org/W2091020207', 'https://openalex.org/W2092349313', 'https://openalex.org/W2094514178', 'https://openalex.org/W2094834882', 'https://openalex.org/W2097415784', 'https://openalex.org/W2097779322', 'https://openalex.org/W2097978133', 'https://openalex.org/W2098910318', 'https://openalex.org/W2099756352', 'https://openalex.org/W2100440978', 'https://openalex.org/W2102236934', 'https://openalex.org/W2103729969', 'https://openalex.org/W2104308512', 'https://openalex.org/W2104556565', 'https://openalex.org/W2105737368', 'https://openalex.org/W2108818539', 'https://openalex.org/W2108873859', 'https://openalex.org/W2111084117', 'https://openalex.org/W2112352537', 'https://openalex.org/W2113862948', 'https://openalex.org/W2116739230', 'https://openalex.org/W2117450242', 'https://openalex.org/W2117594039', 'https://openalex.org/W2118404719', 'https://openalex.org/W2118859991', 'https://openalex.org/W2121491889', 'https://openalex.org/W2125331782', 'https://openalex.org/W2127503409', 'https://openalex.org/W2128528561', 'https://openalex.org/W2128541531', 'https://openalex.org/W2129126524', 'https://openalex.org/W2130250665', 'https://openalex.org/W2130968628', 'https://openalex.org/W2131364445', 'https://openalex.org/W2131460490', 'https://openalex.org/W2131648886', 'https://openalex.org/W2132917208', 'https://openalex.org/W2134819260', 'https://openalex.org/W2136175429', 'https://openalex.org/W2138110879', 'https://openalex.org/W2138526095', 'https://openalex.org/W2139122730', 'https://openalex.org/W2139255721', 'https://openalex.org/W2141529881', 'https://openalex.org/W2144357229', 'https://openalex.org/W2148897567', 'https://openalex.org/W2150291618', 'https://openalex.org/W2150642212', 'https://openalex.org/W2154506202', 'https://openalex.org/W2156339602', 'https://openalex.org/W2156683286', 'https://openalex.org/W2157800636', 'https://openalex.org/W2161373439', 'https://openalex.org/W2162560786', 'https://openalex.org/W2201617049', 'https://openalex.org/W2255072012', 'https://openalex.org/W2313470939', 'https://openalex.org/W2330422545', 'https://openalex.org/W2496601513', 'https://openalex.org/W2500878022', 'https://openalex.org/W2586769758', 'https://openalex.org/W2752337893', 'https://openalex.org/W2796700885', 'https://openalex.org/W2800504499', 'https://openalex.org/W3021304644', 'https://openalex.org/W3021642150', 'https://openalex.org/W3023106929', 'https://openalex.org/W3023254902', 'https://openalex.org/W3121792144', 'https://openalex.org/W3121859087', 'https://openalex.org/W3121917322', 'https://openalex.org/W3122162704', 'https://openalex.org/W3122193054', 'https://openalex.org/W3122370787', 'https://openalex.org/W3122611795', 'https://openalex.org/W3122845363', 'https://openalex.org/W3122863737', 'https://openalex.org/W3122892498', 'https://openalex.org/W3122896559', 'https://openalex.org/W3122948292', 'https://openalex.org/W3123009801', 'https://openalex.org/W3123046637', 'https://openalex.org/W3123119954', 'https://openalex.org/W3123141597', 'https://openalex.org/W3123302331', 'https://openalex.org/W3123369951', 'https://openalex.org/W3123465406', 'https://openalex.org/W3123663205', 'https://openalex.org/W3123714006', 'https://openalex.org/W3123743130', 'https://openalex.org/W3124349475', 'https://openalex.org/W3124475811', 'https://openalex.org/W3124567902', 'https://openalex.org/W3124880143', 'https://openalex.org/W3125070270', 'https://openalex.org/W3125426358', 'https://openalex.org/W3125620863', 'https://openalex.org/W3125727931', 'https://openalex.org/W3125855424', 'https://openalex.org/W3125897218', 'https://openalex.org/W3125960104', 'https://openalex.org/W3141065972', 'https://openalex.org/W3146166473', 'https://openalex.org/W3211966597']"
https://openalex.org/W2120145199,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,2009,28261,184,"['https://openalex.org/W602182483', 'https://openalex.org/W1034045560', 'https://openalex.org/W1480928214', 'https://openalex.org/W1517708868', 'https://openalex.org/W1523142422', 'https://openalex.org/W1542444890', 'https://openalex.org/W1544171083', 'https://openalex.org/W1550061415', 'https://openalex.org/W1550186202', 'https://openalex.org/W1598577682', 'https://openalex.org/W1600301286', 'https://openalex.org/W1671748729', 'https://openalex.org/W1673355259', 'https://openalex.org/W1963485178', 'https://openalex.org/W1965027472', 'https://openalex.org/W1965288098', 'https://openalex.org/W1966156734', 'https://openalex.org/W1968545719', 'https://openalex.org/W1969316737', 'https://openalex.org/W1970127494', 'https://openalex.org/W1970969808', 'https://openalex.org/W1971426850', 'https://openalex.org/W1972857612', 'https://openalex.org/W1976008838', 'https://openalex.org/W1977135913', 'https://openalex.org/W1977251750', 'https://openalex.org/W1977331515', 'https://openalex.org/W1977929445', 'https://openalex.org/W1979048990', 'https://openalex.org/W1979544533', 'https://openalex.org/W1981491642', 'https://openalex.org/W1982356449', 'https://openalex.org/W1983525173', 'https://openalex.org/W1986614779', 'https://openalex.org/W1987033476', 'https://openalex.org/W1987497701', 'https://openalex.org/W1988762313', 'https://openalex.org/W1989015207', 'https://openalex.org/W1992716205', 'https://openalex.org/W1992924305', 'https://openalex.org/W1993350386', 'https://openalex.org/W1997163121', 'https://openalex.org/W1997629773', 'https://openalex.org/W1998866028', 'https://openalex.org/W2000858114', 'https://openalex.org/W2000935529', 'https://openalex.org/W2000968331', 'https://openalex.org/W2001661873', 'https://openalex.org/W2003597232', 'https://openalex.org/W2004335187', 'https://openalex.org/W2004546742', 'https://openalex.org/W2004751437', 'https://openalex.org/W2007206061', 'https://openalex.org/W2007359333', 'https://openalex.org/W2007363989', 'https://openalex.org/W2007395042', 'https://openalex.org/W2007809544', 'https://openalex.org/W2007833519', 'https://openalex.org/W2007953495', 'https://openalex.org/W2010326415', 'https://openalex.org/W2010785223', 'https://openalex.org/W2011829054', 'https://openalex.org/W2012159468', 'https://openalex.org/W2012405009', 'https://openalex.org/W2012817868', 'https://openalex.org/W2014166972', 'https://openalex.org/W2015561435', 'https://openalex.org/W2015762944', 'https://openalex.org/W2016805737', 'https://openalex.org/W2017471394', 'https://openalex.org/W2018390828', 'https://openalex.org/W2020068981', 'https://openalex.org/W2022950330', 'https://openalex.org/W2023390323', 'https://openalex.org/W2023861251', 'https://openalex.org/W2025625972', 'https://openalex.org/W2026116629', 'https://openalex.org/W2026195773', 'https://openalex.org/W2028879953', 'https://openalex.org/W2029667189', 'https://openalex.org/W2032719166', 'https://openalex.org/W2035092698', 'https://openalex.org/W2035223648', 'https://openalex.org/W2035490689', 'https://openalex.org/W2036113194', 'https://openalex.org/W2036221118', 'https://openalex.org/W2036236235', 'https://openalex.org/W2037717678', 'https://openalex.org/W2039626632', 'https://openalex.org/W2040306273', 'https://openalex.org/W2040370133', 'https://openalex.org/W2041591938', 'https://openalex.org/W2042507194', 'https://openalex.org/W2043691039', 'https://openalex.org/W2044970989', 'https://openalex.org/W2045596260', 'https://openalex.org/W2045986522', 'https://openalex.org/W2046001409', 'https://openalex.org/W2050155328', 'https://openalex.org/W2050729144', 'https://openalex.org/W2051991015', 'https://openalex.org/W2052559859', 'https://openalex.org/W2053499780', 'https://openalex.org/W2055640329', 'https://openalex.org/W2057275403', 'https://openalex.org/W2057676251', 'https://openalex.org/W2058398316', 'https://openalex.org/W2060554013', 'https://openalex.org/W2064807075', 'https://openalex.org/W2067328332', 'https://openalex.org/W2069970015', 'https://openalex.org/W2070181134', 'https://openalex.org/W2071363955', 'https://openalex.org/W2071750684', 'https://openalex.org/W2072023168', 'https://openalex.org/W2072128348', 'https://openalex.org/W2072257320', 'https://openalex.org/W2073891657', 'https://openalex.org/W2075699404', 'https://openalex.org/W2076400712', 'https://openalex.org/W2076858582', 'https://openalex.org/W2077658674', 'https://openalex.org/W2078321088', 'https://openalex.org/W2079604487', 'https://openalex.org/W2079686838', 'https://openalex.org/W2080096802', 'https://openalex.org/W2082050320', 'https://openalex.org/W2083277947', 'https://openalex.org/W2084895780', 'https://openalex.org/W2086634221', 'https://openalex.org/W2087585288', 'https://openalex.org/W2090190744', 'https://openalex.org/W2090601051', 'https://openalex.org/W2091775366', 'https://openalex.org/W2093307998', 'https://openalex.org/W2093914988', 'https://openalex.org/W2097261790', 'https://openalex.org/W2098432400', 'https://openalex.org/W2102182691', 'https://openalex.org/W2105054808', 'https://openalex.org/W2107073705', 'https://openalex.org/W2117293168', 'https://openalex.org/W2121448251', 'https://openalex.org/W2121624572', 'https://openalex.org/W2121981730', 'https://openalex.org/W2123083227', 'https://openalex.org/W2124420031', 'https://openalex.org/W2126070350', 'https://openalex.org/W2126140700', 'https://openalex.org/W2135261637', 'https://openalex.org/W2137447985', 'https://openalex.org/W2138522514', 'https://openalex.org/W2138954179', 'https://openalex.org/W2139632408', 'https://openalex.org/W2148284063', 'https://openalex.org/W2156225033', 'https://openalex.org/W2157803549', 'https://openalex.org/W2164805481', 'https://openalex.org/W2170739942', 'https://openalex.org/W2230728100', 'https://openalex.org/W2246321711', 'https://openalex.org/W2286402374', 'https://openalex.org/W2323178299', 'https://openalex.org/W2331727781', 'https://openalex.org/W2600190012', 'https://openalex.org/W2704666864', 'https://openalex.org/W2768072658', 'https://openalex.org/W2890534020', 'https://openalex.org/W2999526552', 'https://openalex.org/W3012317737', 'https://openalex.org/W3013380380', 'https://openalex.org/W3098645360', 'https://openalex.org/W3103887024', 'https://openalex.org/W3153767838', 'https://openalex.org/W3206606417', 'https://openalex.org/W3211637202', 'https://openalex.org/W3212226821', 'https://openalex.org/W4205469314', 'https://openalex.org/W4212997115', 'https://openalex.org/W4214581735', 'https://openalex.org/W4229666556', 'https://openalex.org/W4229766111', 'https://openalex.org/W4238885544', 'https://openalex.org/W4300816443']"
https://openalex.org/W2963150697,Mask R-CNN,2017,28185,54,"['https://openalex.org/W603908379', 'https://openalex.org/W639708223', 'https://openalex.org/W809122546', 'https://openalex.org/W1507506748', 'https://openalex.org/W1536680647', 'https://openalex.org/W1665214252', 'https://openalex.org/W1861492603', 'https://openalex.org/W1903029394', 'https://openalex.org/W1923115158', 'https://openalex.org/W1948751323', 'https://openalex.org/W1958328135', 'https://openalex.org/W1960289438', 'https://openalex.org/W1991367009', 'https://openalex.org/W2080873731', 'https://openalex.org/W2088049833', 'https://openalex.org/W2102605133', 'https://openalex.org/W2147800946', 'https://openalex.org/W2163605009', 'https://openalex.org/W2179352600', 'https://openalex.org/W2194775991', 'https://openalex.org/W2216125271', 'https://openalex.org/W2274287116', 'https://openalex.org/W2288122362', 'https://openalex.org/W2317851288', 'https://openalex.org/W2322480645', 'https://openalex.org/W2407521645', 'https://openalex.org/W2549139847', 'https://openalex.org/W2555182955', 'https://openalex.org/W2557728737', 'https://openalex.org/W2559085405', 'https://openalex.org/W2565639579', 'https://openalex.org/W2572745118', 'https://openalex.org/W2578797046', 'https://openalex.org/W2613718673', 'https://openalex.org/W2950800384', 'https://openalex.org/W2963516811', 'https://openalex.org/W2964304707', 'https://openalex.org/W2964350391', 'https://openalex.org/W6618372016', 'https://openalex.org/W6620707391', 'https://openalex.org/W6622964371', 'https://openalex.org/W6630336748', 'https://openalex.org/W6637242042', 'https://openalex.org/W6639102338', 'https://openalex.org/W6640759395', 'https://openalex.org/W6640833263', 'https://openalex.org/W6676338569', 'https://openalex.org/W6684191040', 'https://openalex.org/W6694260854', 'https://openalex.org/W6700594562', 'https://openalex.org/W6714138976', 'https://openalex.org/W6730028961', 'https://openalex.org/W6730277886', 'https://openalex.org/W6730903564']"
https://openalex.org/W2138207763,featureCounts: an efficient general purpose program for assigning sequence reads to genomic features,2013,28131,50,"['https://openalex.org/W1537947034', 'https://openalex.org/W1984177207', 'https://openalex.org/W1989367702', 'https://openalex.org/W1999574084', 'https://openalex.org/W2005129098', 'https://openalex.org/W2010637767', 'https://openalex.org/W2021880506', 'https://openalex.org/W2025648894', 'https://openalex.org/W2042160423', 'https://openalex.org/W2042954443', 'https://openalex.org/W2061537056', 'https://openalex.org/W2070494252', 'https://openalex.org/W2097065948', 'https://openalex.org/W2097220641', 'https://openalex.org/W2102532874', 'https://openalex.org/W2102619694', 'https://openalex.org/W2102921564', 'https://openalex.org/W2103441770', 'https://openalex.org/W2108234281', 'https://openalex.org/W2109715726', 'https://openalex.org/W2110017531', 'https://openalex.org/W2110905563', 'https://openalex.org/W2114104545', 'https://openalex.org/W2118526609', 'https://openalex.org/W2119204091', 'https://openalex.org/W2124985265', 'https://openalex.org/W2128016314', 'https://openalex.org/W2130116522', 'https://openalex.org/W2137526110', 'https://openalex.org/W2139118454', 'https://openalex.org/W2141458291', 'https://openalex.org/W2142165994', 'https://openalex.org/W2145026575', 'https://openalex.org/W2152239989', 'https://openalex.org/W2154430605', 'https://openalex.org/W2155826575', 'https://openalex.org/W2160697532', 'https://openalex.org/W2165293958', 'https://openalex.org/W2171111703', 'https://openalex.org/W2171808845', 'https://openalex.org/W2557765372', 'https://openalex.org/W3122709706', 'https://openalex.org/W4210347168', 'https://openalex.org/W4231356616', 'https://openalex.org/W4232513052', 'https://openalex.org/W4255708608', 'https://openalex.org/W4292158482', 'https://openalex.org/W6680664690', 'https://openalex.org/W6729718708', 'https://openalex.org/W6913149950']"
https://openalex.org/W4292528167,World Medical Association Declaration of Helsinki,2013,28024,0,[]
https://openalex.org/W2565639579,Feature Pyramid Networks for Object Detection,2017,28013,61,"['https://openalex.org/W8437397', 'https://openalex.org/W639708223', 'https://openalex.org/W809122546', 'https://openalex.org/W1536680647', 'https://openalex.org/W1686810756', 'https://openalex.org/W1817277359', 'https://openalex.org/W1861492603', 'https://openalex.org/W1901129140', 'https://openalex.org/W1903029394', 'https://openalex.org/W1932624639', 'https://openalex.org/W1948751323', 'https://openalex.org/W2056695679', 'https://openalex.org/W2088049833', 'https://openalex.org/W2102605133', 'https://openalex.org/W2117287331', 'https://openalex.org/W2117539524', 'https://openalex.org/W2125556102', 'https://openalex.org/W2125713050', 'https://openalex.org/W2147800946', 'https://openalex.org/W2151103935', 'https://openalex.org/W2161969291', 'https://openalex.org/W2163605009', 'https://openalex.org/W2168356304', 'https://openalex.org/W2179352600', 'https://openalex.org/W2194775991', 'https://openalex.org/W2288122362', 'https://openalex.org/W2307770531', 'https://openalex.org/W2317851288', 'https://openalex.org/W2322480645', 'https://openalex.org/W2490270993', 'https://openalex.org/W2508741746', 'https://openalex.org/W2613718673', 'https://openalex.org/W2962835968', 'https://openalex.org/W2962992847', 'https://openalex.org/W2963150697', 'https://openalex.org/W2963516811', 'https://openalex.org/W2963542991', 'https://openalex.org/W2963544187', 'https://openalex.org/W2963549237', 'https://openalex.org/W2964137095', 'https://openalex.org/W2964297960', 'https://openalex.org/W3098722327', 'https://openalex.org/W3106250896', 'https://openalex.org/W6600324250', 'https://openalex.org/W6620707391', 'https://openalex.org/W6622964371', 'https://openalex.org/W6629368666', 'https://openalex.org/W6637373629', 'https://openalex.org/W6638480814', 'https://openalex.org/W6639102338', 'https://openalex.org/W6639824700', 'https://openalex.org/W6640759395', 'https://openalex.org/W6677374587', 'https://openalex.org/W6684191040', 'https://openalex.org/W6697925102', 'https://openalex.org/W6699915822', 'https://openalex.org/W6700594562', 'https://openalex.org/W6713132643', 'https://openalex.org/W6722946945', 'https://openalex.org/W6725519663', 'https://openalex.org/W6785652829']"
https://openalex.org/W2951912016,fastp: an ultra-fast all-in-one FASTQ preprocessor,2018,27930,14,"['https://openalex.org/W1680591717', 'https://openalex.org/W2011645981', 'https://openalex.org/W2036897871', 'https://openalex.org/W2103441770', 'https://openalex.org/W2108234281', 'https://openalex.org/W2131271579', 'https://openalex.org/W2152956782', 'https://openalex.org/W2170551349', 'https://openalex.org/W2329906190', 'https://openalex.org/W2578418759', 'https://openalex.org/W2598066557', 'https://openalex.org/W2774072836', 'https://openalex.org/W2776197744', 'https://openalex.org/W2952109315']"
https://openalex.org/W1678356000,Greedy function approximation: A gradient boosting machine.,2001,27812,28,"['https://openalex.org/W740415', 'https://openalex.org/W48332454', 'https://openalex.org/W1498436455', 'https://openalex.org/W1524100745', 'https://openalex.org/W1540007258', 'https://openalex.org/W1571836963', 'https://openalex.org/W2020323341', 'https://openalex.org/W2024046085', 'https://openalex.org/W2032210760', 'https://openalex.org/W2046033161', 'https://openalex.org/W2076056672', 'https://openalex.org/W2102201073', 'https://openalex.org/W2107699930', 'https://openalex.org/W2112076978', 'https://openalex.org/W2117812871', 'https://openalex.org/W2133321649', 'https://openalex.org/W2151693816', 'https://openalex.org/W2156909104', 'https://openalex.org/W2158144742', 'https://openalex.org/W2172195373', 'https://openalex.org/W2797583072', 'https://openalex.org/W2976840617', 'https://openalex.org/W3085162807', 'https://openalex.org/W4250507776', 'https://openalex.org/W6676769703', 'https://openalex.org/W6684823039', 'https://openalex.org/W6843735874', 'https://openalex.org/W7075620058']"
https://openalex.org/W1573234480,Discovering Statistics Using SPSS,2000,27794,0,[]
https://openalex.org/W2132454074,<i>SHELXT</i>– Integrated space-group and crystal-structure determination,2014,27719,23,"['https://openalex.org/W85390549', 'https://openalex.org/W350147152', 'https://openalex.org/W1700519873', 'https://openalex.org/W1966593065', 'https://openalex.org/W1969360633', 'https://openalex.org/W1981009346', 'https://openalex.org/W1981162418', 'https://openalex.org/W1989078566', 'https://openalex.org/W1994293788', 'https://openalex.org/W2012399126', 'https://openalex.org/W2049505581', 'https://openalex.org/W2053793885', 'https://openalex.org/W2078121026', 'https://openalex.org/W2096798967', 'https://openalex.org/W2122912443', 'https://openalex.org/W2128179591', 'https://openalex.org/W2131350133', 'https://openalex.org/W2145538332', 'https://openalex.org/W2166032823', 'https://openalex.org/W2328632708', 'https://openalex.org/W2478447331', 'https://openalex.org/W4238307314', 'https://openalex.org/W6815209063']"
https://openalex.org/W4292157289,Judgment under Uncertainty: Heuristics and Biases,1974,27476,12,"['https://openalex.org/W1965740984', 'https://openalex.org/W1972320590', 'https://openalex.org/W1976624377', 'https://openalex.org/W1980054641', 'https://openalex.org/W2013224592', 'https://openalex.org/W2016377072', 'https://openalex.org/W2018507693', 'https://openalex.org/W2035782089', 'https://openalex.org/W2079199322', 'https://openalex.org/W2090485678', 'https://openalex.org/W2169135276', 'https://openalex.org/W4254547433']"
https://openalex.org/W1536680647,Fast R-CNN,2015,27420,40,"['https://openalex.org/W78159342', 'https://openalex.org/W1686810756', 'https://openalex.org/W1861492603', 'https://openalex.org/W1952506714', 'https://openalex.org/W1958328135', 'https://openalex.org/W2031489346', 'https://openalex.org/W2046875449', 'https://openalex.org/W2068730032', 'https://openalex.org/W2088049833', 'https://openalex.org/W2102605133', 'https://openalex.org/W2108598243', 'https://openalex.org/W2147800946', 'https://openalex.org/W2155893237', 'https://openalex.org/W2162915993', 'https://openalex.org/W2163605009', 'https://openalex.org/W2164598857', 'https://openalex.org/W2167215970', 'https://openalex.org/W2168356304', 'https://openalex.org/W2179352600', 'https://openalex.org/W2183182206', 'https://openalex.org/W2294543795', 'https://openalex.org/W2913340405', 'https://openalex.org/W2950248853', 'https://openalex.org/W2962835968', 'https://openalex.org/W2963173190', 'https://openalex.org/W2963542991', 'https://openalex.org/W2963911037', 'https://openalex.org/W4239072543', 'https://openalex.org/W6603109438', 'https://openalex.org/W6629368666', 'https://openalex.org/W6637373629', 'https://openalex.org/W6638444622', 'https://openalex.org/W6639102338', 'https://openalex.org/W6640833263', 'https://openalex.org/W6640835329', 'https://openalex.org/W6676297131', 'https://openalex.org/W6676338569', 'https://openalex.org/W6684191040', 'https://openalex.org/W6684563725', 'https://openalex.org/W6686193389']"
https://openalex.org/W2148698435,MrBayes 3.2: Efficient Bayesian Phylogenetic Inference and Model Choice Across a Large Model Space,2012,27345,32,"['https://openalex.org/W1638753340', 'https://openalex.org/W1944637642', 'https://openalex.org/W1983002447', 'https://openalex.org/W2009068374', 'https://openalex.org/W2009505947', 'https://openalex.org/W2010814032', 'https://openalex.org/W2035326297', 'https://openalex.org/W2047978125', 'https://openalex.org/W2057293816', 'https://openalex.org/W2082928585', 'https://openalex.org/W2094206246', 'https://openalex.org/W2094939159', 'https://openalex.org/W2098538101', 'https://openalex.org/W2106704226', 'https://openalex.org/W2108034499', 'https://openalex.org/W2116474217', 'https://openalex.org/W2117443107', 'https://openalex.org/W2118048521', 'https://openalex.org/W2120611093', 'https://openalex.org/W2130549894', 'https://openalex.org/W2142258617', 'https://openalex.org/W2146058063', 'https://openalex.org/W2148534890', 'https://openalex.org/W2150303444', 'https://openalex.org/W2159579403', 'https://openalex.org/W2159597448', 'https://openalex.org/W2161021958', 'https://openalex.org/W2161444534', 'https://openalex.org/W2162250327', 'https://openalex.org/W2165140440', 'https://openalex.org/W2169981472', 'https://openalex.org/W2180090668']"
https://openalex.org/W2011254969,Adsorption of Gases in Multimolecular Layers,1938,27310,0,[]
